"","subject","type","item","condition","question","correct_answer","response","rt","group","clause_q","z_scored_rt"
"7153","L1 40","gp",16,"-0.5","!","{The_researcher}",0,3490,"L1","0.5",0.721236936738646
"7156","L1 40","gp",10,"-0.5","!","{The_two_soldiers_fought_the_General}",0,3684,"L1","-0.5",0.872763523317494
"7159","L1 40","gp",13,"0.5","!","{The_boy}",1,2396,"L1","0.5",-0.133248041185375
"7166","L1 40","gp",19,"0.5","!","{The_coach_calmed_himself_down}",1,6940,"L1","-0.5",3.41591077022848
"7170","L1 40","gp",5,"0.5","!","{The_boy}",1,1783,"L1","0.5",-0.612040812179365
"7174","L1 40","gp",24,"-0.5","!","{The_actresses}",0,3755,"L1","0.5",0.928219129745836
"7178","L1 40","gp",15,"0.5","!","{The_aunt_dressed_herself}",1,2874,"L1","-0.5",0.240100971106839
"7182","L1 40","gp",1,"0.5","!","{The_lawyer}",0,3494,"L1","0.5",0.724361196255735
"7188","L1 40","gp",21,"0.5","!","{The_child}",1,1501,"L1","0.5",-0.832301108134186
"7194","L1 40","gp",2,"-0.5","!","{The_mother_dressed_the_baby}",0,1749,"L1","-0.5",-0.638597018074627
"7198","L1 40","gp",3,"0.5","!","{The_two_journalists_met_each_other}",1,3680,"L1","-0.5",0.869639263800405
