"","subject","type","item","condition","question","correct_answer","response","rt","group"
"5139","L1 29","filler",42,"-","0","-","-",1826,"L1"
"5140","L1 29","filler",42,"-","!","{The_grandmother}","1",1373,"L1"
"5141","L1 29","gap",4,"b","0","-","-",4050,"L1"
"5142","L1 29","gap",4,"b","!","{The_door}","1",2186,"L1"
"5143","L1 29","filler",29,"-","0","-","-",2389,"L1"
"5144","L1 29","filler",29,"-","!","{Yes}","1",1323,"L1"
"5145","L1 29","gap",16,"b","0","-","-",6584,"L1"
"5146","L1 29","gap",16,"b","!","{No}","1",1398,"L1"
"5147","L1 29","filler",12,"-","0","-","-",2077,"L1"
"5148","L1 29","gp",13,"a","0","-","-",3059,"L1"
"5149","L1 29","gp",13,"a","!","{The_girl_calmed_herself_down}","1",1328,"L1"
"5150","L1 29","gap",14,"b","0","-","-",5484,"L1"
"5151","L1 29","gap",14,"b","!","{Yes}","0",1234,"L1"
"5152","L1 29","filler",13,"-","0","-","-",4302,"L1"
"5153","L1 29","filler",13,"-","!","{The_moderator}","1",1641,"L1"
"5154","L1 29","gp",21,"a","0","-","-",2956,"L1"
"5155","L1 29","gp",21,"a","!","{Anna_dressed_herself}","1",1089,"L1"
"5156","L1 29","filler",5,"-","0","-","-",3884,"L1"
"5157","L1 29","gap",10,"b","0","-","-",3936,"L1"
"5158","L1 29","gap",10,"b","!","{The_car}","1",1565,"L1"
"5159","L1 29","filler",19,"-","0","-","-",2541,"L1"
"5160","L1 29","filler",19,"-","!","{No}","1",1814,"L1"
"5161","L1 29","gp",19,"c","0","-","-",4287,"L1"
"5162","L1 29","gp",19,"c","!","{The_basketball_player}","1",1375,"L1"
"5163","L1 29","filler",10,"-","0","-","-",4953,"L1"
"5164","L1 29","gap",2,"b","0","-","-",5582,"L1"
"5165","L1 29","gap",2,"b","!","{The_truck}","1",3135,"L1"
"5166","L1 29","filler",37,"-","0","-","-",2970,"L1"
"5167","L1 29","filler",37,"-","!","{No}","1",1563,"L1"
"5168","L1 29","gp",14,"b","0","-","-",3845,"L1"
"5169","L1 29","gp",14,"b","!","{The_doctor_woke_himself_up}","1",2360,"L1"
"5170","L1 29","filler",15,"-","0","-","-",2985,"L1"
"5171","L1 29","gap",19,"a","0","-","-",9439,"L1"
"5172","L1 29","gap",19,"a","!","{Yes}","0",2521,"L1"
"5173","L1 29","filler",7,"-","0","-","-",3991,"L1"
"5174","L1 29","filler",7,"-","!","{Yes}","1",1484,"L1"
"5175","L1 29","gp",23,"c","0","-","-",4328,"L1"
"5176","L1 29","gp",23,"c","!","{The_child}","1",1015,"L1"
"5177","L1 29","filler",26,"-","0","-","-",3313,"L1"
"5178","L1 29","filler",26,"-","!","{The_classroom}","1",1677,"L1"
"5179","L1 29","gap",13,"a","0","-","-",4988,"L1"
"5180","L1 29","gap",13,"a","!","{Yes}","0",1655,"L1"
"5181","L1 29","filler",23,"-","0","-","-",2910,"L1"
"5182","L1 29","filler",23,"-","!","{The_tree}","1",1831,"L1"
"5183","L1 29","gp",6,"b","0","-","-",3286,"L1"
"5184","L1 29","gp",6,"b","!","{The_two_kids_fought_each_other}","1",1877,"L1"
"5185","L1 29","filler",43,"-","0","-","-",2759,"L1"
"5186","L1 29","filler",43,"-","!","{The_girlfriend}","1",2091,"L1"
"5187","L1 29","gap",12,"b","0","-","-",3995,"L1"
"5188","L1 29","gap",12,"b","!","{The_bread}","1",1329,"L1"
"5189","L1 29","filler",20,"-","0","-","-",2832,"L1"
"5190","L1 29","filler",20,"-","!","{Two_days}","1",1880,"L1"
"5191","L1 29","gap",21,"a","0","-","-",5055,"L1"
"5192","L1 29","gap",21,"a","!","{Yes}","0",1517,"L1"
"5193","L1 29","filler",22,"-","0","-","-",2658,"L1"
"5194","L1 29","filler",22,"-","!","{Yes}","1",2061,"L1"
"5195","L1 29","gap",8,"b","0","-","-",4049,"L1"
"5196","L1 29","gap",8,"b","!","{The_church}","1",2165,"L1"
"5197","L1 29","filler",48,"-","0","-","-",3370,"L1"
"5198","L1 29","gp",11,"c","0","-","-",4085,"L1"
"5199","L1 29","gp",11,"c","!","{The_friend}","1",1151,"L1"
"5200","L1 29","filler",36,"-","0","-","-",2469,"L1"
"5201","L1 29","gp",15,"c","0","-","-",2760,"L1"
"5202","L1 29","gp",15,"c","!","{The_boy}","1",989,"L1"
"5203","L1 29","filler",8,"-","0","-","-",6465,"L1"
"5204","L1 29","gap",11,"a","0","-","-",3458,"L1"
"5205","L1 29","gap",11,"a","!","{The_table}","1",1280,"L1"
"5206","L1 29","filler",45,"-","0","-","-",3666,"L1"
"5207","L1 29","gap",7,"a","0","-","-",5559,"L1"
"5208","L1 29","gap",7,"a","!","{The_sky}","1",961,"L1"
"5209","L1 29","filler",30,"-","0","-","-",2593,"L1"
"5210","L1 29","filler",30,"-","!","{The_VIP}","1",2126,"L1"
"5211","L1 29","gp",1,"a","0","-","-",3963,"L1"
"5212","L1 29","gp",1,"a","!","{The_lawyer_calmed_himself_down}","1",2001,"L1"
"5213","L1 29","filler",35,"-","0","-","-",2714,"L1"
"5214","L1 29","filler",35,"-","!","{The_spaghetti}","1",903,"L1"
"5215","L1 29","gp",10,"b","0","-","-",2792,"L1"
"5216","L1 29","gp",10,"b","!","{The_two_soldiers_fought_each_other}","1",2144,"L1"
"5217","L1 29","filler",18,"-","0","-","-",1812,"L1"
"5218","L1 29","gap",5,"a","0","-","-",4671,"L1"
"5219","L1 29","gap",5,"a","!","{The_car}","1",1255,"L1"
"5220","L1 29","filler",21,"-","0","-","-",2585,"L1"
"5221","L1 30","practice",1,"-","0","-","-",1405,"L1"
"5222","L1 30","practice",2,"-","0","-","-",1954,"L1"
"5223","L1 30","practice",2,"-","!","{Yes}","1",1486,"L1"
"5224","L1 30","practice",3,"-","0","-","-",746,"L1"
"5225","L1 30","practice",4,"-","0","-","-",2372,"L1"
"5226","L1 30","practice",4,"-","!","{Yes}","1",1057,"L1"
"5227","L1 30","practice",5,"-","0","-","-",749,"L1"
"5228","L1 30","practice",6,"-","0","-","-",2915,"L1"
"5229","L1 30","practice",6,"-","!","{A_drink}","1",1419,"L1"
"5230","L1 30","practice",7,"-","0","-","-",739,"L1"
"5231","L1 30","practice",8,"-","0","-","-",2352,"L1"
"5232","L1 30","practice",8,"-","!","{No}","1",2037,"L1"
"5233","L1 30","filler",6,"-","0","-","-",3409,"L1"
"5234","L1 30","gap",23,"b","0","-","-",4630,"L1"
"5235","L1 30","gap",23,"b","!","{No}","1",2539,"L1"
"5236","L1 30","filler",9,"-","0","-","-",5039,"L1"
"5237","L1 30","filler",9,"-","!","{The_baby}","1",2324,"L1"
"5238","L1 30","gp",3,"d","0","-","-",3549,"L1"
"5239","L1 30","gp",3,"d","!","{The_two_journalists}","0",3599,"L1"
"5240","L1 30","filler",7,"-","0","-","-",5528,"L1"
"5241","L1 30","filler",7,"-","!","{Yes}","1",1498,"L1"
"5242","L1 30","gap",13,"b","0","-","-",3539,"L1"
"5243","L1 30","gap",13,"b","!","{No}","1",1970,"L1"
"5244","L1 30","filler",27,"-","0","-","-",4134,"L1"
"5245","L1 30","filler",27,"-","!","{No}","0",1227,"L1"
"5246","L1 30","gp",15,"d","0","-","-",3726,"L1"
"5247","L1 30","gp",15,"d","!","{The_boy}","1",1771,"L1"
"5248","L1 30","filler",45,"-","0","-","-",3410,"L1"
"5249","L1 30","gap",11,"b","0","-","-",3600,"L1"
"5250","L1 30","gap",11,"b","!","{The_table}","1",1453,"L1"
"5251","L1 30","filler",13,"-","0","-","-",3804,"L1"
"5252","L1 30","filler",13,"-","!","{The_moderator}","1",1718,"L1"
"5253","L1 30","gap",18,"a","0","-","-",5291,"L1"
"5254","L1 30","gap",18,"a","!","{No}","1",1815,"L1"
"5255","L1 30","filler",47,"-","0","-","-",4222,"L1"
"5256","L1 30","gap",1,"b","0","-","-",3287,"L1"
"5257","L1 30","gap",1,"b","!","{The_bicycle}","1",1857,"L1"
"5258","L1 30","filler",11,"-","0","-","-",3268,"L1"
"5259","L1 30","gap",17,"b","0","-","-",5428,"L1"
"5260","L1 30","gap",17,"b","!","{No}","1",1489,"L1"
"5261","L1 30","filler",8,"-","0","-","-",4077,"L1"
"5262","L1 30","gp",17,"b","0","-","-",2673,"L1"
"5263","L1 30","gp",17,"b","!","{The_two_men_fought_each_other}","1",3324,"L1"
"5264","L1 30","filler",14,"-","0","-","-",3827,"L1"
"5265","L1 30","gap",20,"a","0","-","-",2903,"L1"
"5266","L1 30","gap",20,"a","!","{No}","1",2505,"L1"
"5267","L1 30","filler",24,"-","0","-","-",2960,"L1"
"5268","L1 30","gp",24,"a","0","-","-",7638,"L1"
"5269","L1 30","gp",24,"a","!","{The_two_actresses_met_each_other}","1",4433,"L1"
"5270","L1 30","filler",25,"-","0","-","-",4460,"L1"
"5271","L1 30","filler",25,"-","!","{Yes}","1",2109,"L1"
"5272","L1 30","gap",12,"a","0","-","-",5085,"L1"
"5273","L1 30","gap",12,"a","!","{The_bread}","1",1496,"L1"
"5274","L1 30","filler",43,"-","0","-","-",2937,"L1"
"5275","L1 30","filler",43,"-","!","{The_girlfriend}","1",3413,"L1"
"5276","L1 30","gp",14,"c","0","-","-",4023,"L1"
"5277","L1 30","gp",14,"c","!","{The_nurse}","1",2790,"L1"
"5278","L1 30","filler",28,"-","0","-","-",4531,"L1"
"5279","L1 30","gap",5,"b","0","-","-",4827,"L1"
"5280","L1 30","gap",5,"b","!","{The_car}","1",1610,"L1"
"5281","L1 30","gp",10,"c","0","-","-",7041,"L1"
"5282","L1 30","gp",10,"c","!","{The_General}","1",1981,"L1"
"5283","L1 30","filler",1,"-","0","-","-",2691,"L1"
"5284","L1 30","filler",1,"-","!","{Yes}","1",1743,"L1"
"5285","L1 30","gp",6,"c","0","-","-",3892,"L1"
"5286","L1 30","gp",6,"c","!","{The_neighbour}","1",1736,"L1"
"5287","L1 30","filler",41,"-","0","-","-",2078,"L1"
"5288","L1 30","filler",41,"-","!","{No}","0",4860,"L1"
"5289","L1 30","gp",8,"a","0","-","-",5681,"L1"
"5290","L1 30","gp",8,"a","!","{Mary_dressed_herself}","1",1768,"L1"
"5291","L1 30","filler",48,"-","0","-","-",4445,"L1"
"5292","L1 30","gap",6,"a","0","-","-",5363,"L1"
"5293","L1 30","gap",6,"a","!","{The_race}","1",1897,"L1"
"5294","L1 30","filler",12,"-","0","-","-",2686,"L1"
"5295","L1 30","gp",7,"d","0","-","-",3379,"L1"
"5296","L1 30","gp",7,"d","!","{The_lady}","1",1808,"L1"
"5297","L1 30","filler",16,"-","0","-","-",4939,"L1"
"5298","L1 30","gap",8,"a","0","-","-",3177,"L1"
"5299","L1 30","gap",8,"a","!","{The_church}","1",1782,"L1"
"5300","L1 30","filler",37,"-","0","-","-",4146,"L1"
"5301","L1 30","filler",37,"-","!","{No}","1",1659,"L1"
"5302","L1 30","gp",11,"d","0","-","-",2901,"L1"
"5303","L1 30","gp",11,"d","!","{The_friend}","1",1644,"L1"
"5304","L1 30","filler",46,"-","0","-","-",2227,"L1"
"5305","L1 30","gp",23,"d","0","-","-",2177,"L1"
"5306","L1 30","gp",23,"d","!","{The_child}","1",1576,"L1"
"5307","L1 30","filler",31,"-","0","-","-",2398,"L1"
"5308","L1 30","gp",5,"b","0","-","-",3146,"L1"
"5309","L1 30","gp",5,"b","!","{The_father_washed_himself}","1",2007,"L1"
"5310","L1 30","filler",40,"-","0","-","-",2436,"L1"
"5311","L1 30","gp",4,"a","0","-","-",5827,"L1"
"5312","L1 30","gp",4,"a","!","{The_two_children_hugged_each_other}","1",2444,"L1"
"5313","L1 30","filler",39,"-","0","-","-",2809,"L1"
"5314","L1 30","gap",21,"b","0","-","-",4879,"L1"
"5315","L1 30","gap",21,"b","!","{No}","1",1661,"L1"
"5316","L1 30","filler",3,"-","0","-","-",3856,"L1"
"5317","L1 30","gap",9,"b","0","-","-",3595,"L1"
"5318","L1 30","gap",9,"b","!","{The_table}","1",1100,"L1"
"5319","L1 30","filler",10,"-","0","-","-",3379,"L1"
"5320","L1 30","gp",12,"a","0","-","-",9650,"L1"
"5321","L1 30","gp",12,"a","!","{The_nurse_washed_the_baby}","0",1796,"L1"
"5322","L1 30","filler",34,"-","0","-","-",2357,"L1"
"5323","L1 30","filler",34,"-","!","{The_park}","0",7836,"L1"
"5324","L1 30","gp",20,"a","0","-","-",5589,"L1"
"5325","L1 30","gp",20,"a","!","{The_two_friends_met_each_other}","1",1992,"L1"
"5326","L1 30","filler",29,"-","0","-","-",2642,"L1"
"5327","L1 30","filler",29,"-","!","{Yes}","1",1083,"L1"
"5328","L1 30","gp",2,"c","0","-","-",5786,"L1"
"5329","L1 30","gp",2,"c","!","{The_mother}","0",3014,"L1"
"5330","L1 30","filler",19,"-","0","-","-",2293,"L1"
"5331","L1 30","filler",19,"-","!","{No}","1",1476,"L1"
"5332","L1 30","gp",1,"b","0","-","-",2165,"L1"
"5333","L1 30","gp",1,"b","!","{The_lawyer_calmed_himself_down}","1",2102,"L1"
"5334","L1 30","filler",30,"-","0","-","-",2228,"L1"
"5335","L1 30","filler",30,"-","!","{The_VIP}","1",1631,"L1"
"5336","L1 30","gap",15,"b","0","-","-",4220,"L1"
"5337","L1 30","gap",15,"b","!","{No}","1",2012,"L1"
"5338","L1 30","filler",38,"-","0","-","-",2817,"L1"
"5339","L1 30","filler",38,"-","!","{No}","1",1159,"L1"
"5340","L1 30","gp",22,"c","0","-","-",2409,"L1"
"5341","L1 30","gp",22,"c","!","{The_coach}","1",1522,"L1"
"5342","L1 30","filler",4,"-","0","-","-",2019,"L1"
"5343","L1 30","gap",2,"a","0","-","-",3839,"L1"
"5344","L1 30","gap",2,"a","!","{The_truck}","1",1248,"L1"
"5345","L1 30","filler",44,"-","0","-","-",2497,"L1"
"5346","L1 30","filler",44,"-","!","{No}","1",1164,"L1"
"5347","L1 30","gap",16,"a","0","-","-",4663,"L1"
"5348","L1 30","gap",16,"a","!","{No}","1",1793,"L1"
"5349","L1 30","filler",35,"-","0","-","-",2933,"L1"
"5350","L1 30","filler",35,"-","!","{The_spaghetti}","1",1387,"L1"
"5351","L1 30","gap",10,"a","0","-","-",4473,"L1"
"5352","L1 30","gap",10,"a","!","{The_car}","1",2790,"L1"
"5353","L1 30","filler",18,"-","0","-","-",1721,"L1"
"5354","L1 30","gp",9,"b","0","-","-",2974,"L1"
"5355","L1 30","gp",9,"b","!","{The_pianist_calmed_himself_down}","1",2004,"L1"
"5356","L1 30","filler",42,"-","0","-","-",1741,"L1"
"5357","L1 30","filler",42,"-","!","{The_grandmother}","1",2058,"L1"
"5358","L1 30","gap",4,"a","0","-","-",3911,"L1"
"5359","L1 30","gap",4,"a","!","{The_door}","1",1294,"L1"
"5360","L1 30","filler",21,"-","0","-","-",1674,"L1"
"5361","L1 30","gap",7,"b","0","-","-",3082,"L1"
"5362","L1 30","gap",7,"b","!","{The_sky}","1",1155,"L1"
"5363","L1 30","filler",26,"-","0","-","-",2992,"L1"
"5364","L1 30","filler",26,"-","!","{The_classroom}","1",2064,"L1"
"5365","L1 30","gp",19,"d","0","-","-",4058,"L1"
"5366","L1 30","gp",19,"d","!","{The_basketball_player}","1",1596,"L1"
"5367","L1 30","filler",15,"-","0","-","-",3533,"L1"
"5368","L1 30","gp",18,"c","0","-","-",5739,"L1"
"5369","L1 30","gp",18,"c","!","{The_baby}","1",1448,"L1"
"5370","L1 30","filler",36,"-","0","-","-",3827,"L1"
"5371","L1 30","gap",3,"b","0","-","-",5412,"L1"
"5372","L1 30","gap",3,"b","!","{The_island}","1",1776,"L1"
"5373","L1 30","filler",22,"-","0","-","-",3087,"L1"
"5374","L1 30","filler",22,"-","!","{Yes}","1",1944,"L1"
"5375","L1 30","gap",19,"b","0","-","-",3154,"L1"
"5376","L1 30","gap",19,"b","!","{No}","1",1452,"L1"
"5377","L1 30","filler",33,"-","0","-","-",1540,"L1"
"5378","L1 30","filler",33,"-","!","{The_elephant}","1",1390,"L1"
"5379","L1 30","gap",14,"a","0","-","-",3656,"L1"
"5380","L1 30","gap",14,"a","!","{No}","1",1331,"L1"
"5381","L1 30","filler",23,"-","0","-","-",2632,"L1"
"5382","L1 30","filler",23,"-","!","{The_tree}","1",1244,"L1"
"5383","L1 30","gp",13,"b","0","-","-",3446,"L1"
"5384","L1 30","gp",13,"b","!","{The_girl_calmed_herself_down}","1",1957,"L1"
"5385","L1 30","filler",20,"-","0","-","-",3841,"L1"
"5386","L1 30","filler",20,"-","!","{Two_days}","1",2670,"L1"
"5387","L1 30","gap",22,"a","0","-","-",4246,"L1"
"5388","L1 30","gap",22,"a","!","{No}","1",1500,"L1"
"5389","L1 30","filler",2,"-","0","-","-",4071,"L1"
"5390","L1 30","gp",21,"b","0","-","-",1799,"L1"
"5391","L1 30","gp",21,"b","!","{Anna_dressed_herself}","1",1123,"L1"
"5392","L1 30","filler",32,"-","0","-","-",4173,"L1"
"5393","L1 30","filler",32,"-","!","{Edward}","1",1534,"L1"
"5394","L1 30","gp",16,"a","0","-","-",5021,"L1"
"5395","L1 30","gp",16,"a","!","{The_researcher_woke_himself_up}","1",1621,"L1"
"5396","L1 30","filler",5,"-","0","-","-",4545,"L1"
"5397","L1 30","gap",24,"a","0","-","-",6551,"L1"
"5398","L1 30","gap",24,"a","!","{Yes}","0",1081,"L1"
"5399","L1 30","filler",17,"-","0","-","-",3455,"L1"
"5400","L1 30","filler",17,"-","!","{Yes}","1",1569,"L1"
"5401","L1 31","practice",1,"-","0","-","-",2432,"L1"
"5402","L1 31","practice",2,"-","0","-","-",3025,"L1"
"5403","L1 31","practice",2,"-","!","{Yes}","1",2304,"L1"
"5404","L1 31","practice",3,"-","0","-","-",1620,"L1"
"5405","L1 31","practice",4,"-","0","-","-",2718,"L1"
"5406","L1 31","practice",4,"-","!","{Yes}","1",1301,"L1"
"5407","L1 31","practice",5,"-","0","-","-",814,"L1"
"5408","L1 31","practice",6,"-","0","-","-",3960,"L1"
"5409","L1 31","practice",6,"-","!","{A_drink}","1",1446,"L1"
"5410","L1 31","practice",7,"-","0","-","-",823,"L1"
"5411","L1 31","practice",8,"-","0","-","-",2987,"L1"
"5412","L1 31","practice",8,"-","!","{No}","1",1735,"L1"
"5413","L1 31","filler",11,"-","0","-","-",5588,"L1"
"5414","L1 31","gap",15,"a","0","-","-",9535,"L1"
"5415","L1 31","gap",15,"a","!","{No}","1",3582,"L1"
"5416","L1 31","filler",14,"-","0","-","-",4925,"L1"
"5417","L1 31","gp",7,"a","0","-","-",5438,"L1"
"5418","L1 31","gp",7,"a","!","{The_man_woke_himself_up}","1",4944,"L1"
"5419","L1 31","filler",25,"-","0","-","-",3912,"L1"
"5420","L1 31","filler",25,"-","!","{Yes}","1",1415,"L1"
"5421","L1 31","gap",24,"b","0","-","-",13571,"L1"
"5422","L1 31","gap",24,"b","!","{Yes}","0",3813,"L1"
"5423","L1 31","filler",30,"-","0","-","-",3744,"L1"
"5424","L1 31","filler",30,"-","!","{The_VIP}","1",2282,"L1"
"5425","L1 31","gp",12,"b","0","-","-",8829,"L1"
"5426","L1 31","gp",12,"b","!","{The_nurse_washed_herself}","1",2872,"L1"
"5427","L1 31","filler",28,"-","0","-","-",3157,"L1"
"5428","L1 31","gap",7,"a","0","-","-",15972,"L1"
"5429","L1 31","gap",7,"a","!","{The_sky}","1",1848,"L1"
"5430","L1 31","filler",43,"-","0","-","-",3529,"L1"
"5431","L1 31","filler",43,"-","!","{The_girlfriend}","1",1831,"L1"
"5432","L1 31","gp",3,"a","0","-","-",4864,"L1"
"5433","L1 31","gp",3,"a","!","{The_two_journalists_met_the_president}","0",3978,"L1"
"5434","L1 31","filler",6,"-","0","-","-",3172,"L1"
"5435","L1 31","gap",3,"a","0","-","-",4782,"L1"
"5436","L1 31","gap",3,"a","!","{The_island}","1",2182,"L1"
"5437","L1 31","filler",47,"-","0","-","-",4085,"L1"
"5438","L1 31","gp",20,"b","0","-","-",4131,"L1"
"5439","L1 31","gp",20,"b","!","{The_two_friends_met_each_other}","1",3669,"L1"
"5440","L1 31","filler",40,"-","0","-","-",3639,"L1"
"5441","L1 31","gap",12,"b","0","-","-",4428,"L1"
"5442","L1 31","gap",12,"b","!","{The_bread}","1",3938,"L1"
"5443","L1 31","filler",31,"-","0","-","-",2930,"L1"
"5444","L1 31","gp",2,"d","0","-","-",4206,"L1"
"5445","L1 31","gp",2,"d","!","{The_baby}","1",2093,"L1"
"5446","L1 31","filler",33,"-","0","-","-",2309,"L1"
"5447","L1 31","filler",33,"-","!","{The_elephant}","1",2231,"L1"
"5448","L1 31","gap",10,"b","0","-","-",4643,"L1"
"5449","L1 31","gap",10,"b","!","{The_car}","1",2162,"L1"
"5450","L1 31","filler",4,"-","0","-","-",2638,"L1"
"5451","L1 31","gp",14,"d","0","-","-",4653,"L1"
"5452","L1 31","gp",14,"d","!","{The_doctor}","0",1677,"L1"
"5453","L1 31","filler",45,"-","0","-","-",3919,"L1"
"5454","L1 31","gap",11,"a","0","-","-",7523,"L1"
"5455","L1 31","gap",11,"a","!","{The_table}","1",1386,"L1"
"5456","L1 31","gp",4,"b","0","-","-",4881,"L1"
"5457","L1 31","gp",4,"b","!","{The_two_children_hugged_each_other}","1",5876,"L1"
"5458","L1 31","filler",38,"-","0","-","-",5379,"L1"
"5459","L1 31","filler",38,"-","!","{No}","1",4169,"L1"
"5460","L1 31","gap",6,"b","0","-","-",7583,"L1"
"5461","L1 31","gap",6,"b","!","{The_race}","1",2942,"L1"
"5462","L1 31","filler",1,"-","0","-","-",3839,"L1"
"5463","L1 31","filler",1,"-","!","{Yes}","1",4175,"L1"
"5464","L1 31","gp",16,"b","0","-","-",4558,"L1"
"5465","L1 31","gp",16,"b","!","{The_researcher_woke_himself_up}","1",4672,"L1"
"5466","L1 31","filler",18,"-","0","-","-",2591,"L1"
"5467","L1 31","gap",19,"a","0","-","-",8563,"L1"
"5468","L1 31","gap",19,"a","!","{Yes}","0",1303,"L1"
"5469","L1 31","filler",24,"-","0","-","-",3350,"L1"
"5470","L1 31","gp",15,"a","0","-","-",4768,"L1"
"5471","L1 31","gp",15,"a","!","{The_aunt_dressed_the_boy}","0",2349,"L1"
"5472","L1 31","filler",44,"-","0","-","-",2993,"L1"
"5473","L1 31","filler",44,"-","!","{No}","1",1944,"L1"
"5474","L1 31","gap",18,"b","0","-","-",5113,"L1"
"5475","L1 31","gap",18,"b","!","{No}","1",6798,"L1"
"5476","L1 31","filler",37,"-","0","-","-",7657,"L1"
"5477","L1 31","filler",37,"-","!","{No}","1",1999,"L1"
"5478","L1 31","gp",24,"b","0","-","-",6422,"L1"
"5479","L1 31","gp",24,"b","!","{The_two_actresses_met_each_other}","1",4214,"L1"
"5480","L1 31","filler",41,"-","0","-","-",2521,"L1"
"5481","L1 31","filler",41,"-","!","{Yes}","1",2349,"L1"
"5482","L1 31","gap",23,"a","0","-","-",5334,"L1"
"5483","L1 31","gap",23,"a","!","{Yes}","0",1789,"L1"
"5484","L1 31","filler",35,"-","0","-","-",3010,"L1"
"5485","L1 31","filler",35,"-","!","{The_spaghetti}","1",1364,"L1"
"5486","L1 31","gap",1,"a","0","-","-",10813,"L1"
"5487","L1 31","gap",1,"a","!","{The_bicycle}","1",2664,"L1"
"5488","L1 31","filler",42,"-","0","-","-",5636,"L1"
"5489","L1 31","filler",42,"-","!","{The_grandmother}","1",1730,"L1"
"5490","L1 31","gp",19,"a","0","-","-",6249,"L1"
"5491","L1 31","gp",19,"a","!","{The_coach_calmed_the_basketball_player_down}","0",3488,"L1"
"5492","L1 31","filler",46,"-","0","-","-",5589,"L1"
"5493","L1 31","gap",22,"b","0","-","-",4366,"L1"
"5494","L1 31","gap",22,"b","!","{Yes}","0",2638,"L1"
"5495","L1 31","filler",3,"-","0","-","-",7835,"L1"
"5496","L1 31","gp",13,"c","0","-","-",3742,"L1"
"5497","L1 31","gp",13,"c","!","{The_girl}","0",2056,"L1"
"5498","L1 31","filler",17,"-","0","-","-",4185,"L1"
"5499","L1 31","filler",17,"-","!","{Yes}","1",2403,"L1"
"5500","L1 31","gp",17,"c","0","-","-",4013,"L1"
"5501","L1 31","gp",17,"c","!","{The_two_men}","0",3455,"L1"
"5502","L1 31","filler",10,"-","0","-","-",5547,"L1"
"5503","L1 31","gap",17,"a","0","-","-",3120,"L1"
"5504","L1 31","gap",17,"a","!","{Yes}","0",1713,"L1"
"5505","L1 31","filler",7,"-","0","-","-",7977,"L1"
"5506","L1 31","filler",7,"-","!","{Yes}","1",1500,"L1"
"5507","L1 31","gap",20,"b","0","-","-",9492,"L1"
"5508","L1 31","gap",20,"b","!","{No}","1",2740,"L1"
"5509","L1 31","filler",27,"-","0","-","-",3314,"L1"
"5510","L1 31","filler",27,"-","!","{Yes}","1",1741,"L1"
"5511","L1 31","gp",1,"c","0","-","-",5939,"L1"
"5512","L1 31","gp",1,"c","!","{The_man}","1",1275,"L1"
"5513","L1 31","filler",20,"-","0","-","-",5112,"L1"
"5514","L1 31","filler",20,"-","!","{Two_days}","1",2653,"L1"
"5515","L1 31","gp",8,"b","0","-","-",2706,"L1"
"5516","L1 31","gp",8,"b","!","{Mary_dressed_herself}","1",2639,"L1"
"5517","L1 31","filler",9,"-","0","-","-",3766,"L1"
"5518","L1 31","filler",9,"-","!","{The_baby}","1",1778,"L1"
"5519","L1 31","gap",9,"a","0","-","-",5955,"L1"
"5520","L1 31","gap",9,"a","!","{The_table}","1",2687,"L1"
"5521","L1 31","filler",5,"-","0","-","-",4939,"L1"
"5522","L1 31","gap",4,"b","0","-","-",7240,"L1"
"5523","L1 31","gap",4,"b","!","{The_window}","0",3579,"L1"
"5524","L1 31","filler",8,"-","0","-","-",4342,"L1"
"5525","L1 31","gp",22,"d","0","-","-",4566,"L1"
"5526","L1 31","gp",22,"d","!","{The_coach}","1",1307,"L1"
"5527","L1 31","filler",29,"-","0","-","-",3027,"L1"
"5528","L1 31","filler",29,"-","!","{Yes}","1",2435,"L1"
"5529","L1 31","gap",14,"b","0","-","-",6601,"L1"
"5530","L1 31","gap",14,"b","!","{Yes}","0",2111,"L1"
"5531","L1 31","filler",16,"-","0","-","-",3715,"L1"
"5532","L1 31","gp",23,"a","0","-","-",3256,"L1"
"5533","L1 31","gp",23,"a","!","{The_mother_washed_the_child}","0",2954,"L1"
"5534","L1 31","filler",36,"-","0","-","-",3394,"L1"
"5535","L1 31","gp",6,"d","0","-","-",9120,"L1"
"5536","L1 31","gp",6,"d","!","{The_neighbour}","1",1564,"L1"
"5537","L1 31","filler",2,"-","0","-","-",4817,"L1"
"5538","L1 31","gp",9,"c","0","-","-",4972,"L1"
"5539","L1 31","gp",9,"c","!","{The_pianist}","0",3356,"L1"
"5540","L1 31","filler",12,"-","0","-","-",4430,"L1"
"5541","L1 31","gap",13,"a","0","-","-",5408,"L1"
"5542","L1 31","gap",13,"a","!","{Yes}","0",2631,"L1"
"5543","L1 31","filler",15,"-","0","-","-",5205,"L1"
"5544","L1 31","gp",18,"d","0","-","-",4480,"L1"
"5545","L1 31","gp",18,"d","!","{The_baby}","1",1310,"L1"
"5546","L1 31","filler",48,"-","0","-","-",3976,"L1"
"5547","L1 31","gap",2,"b","0","-","-",5467,"L1"
"5548","L1 31","gap",2,"b","!","{The_truck}","1",1900,"L1"
"5549","L1 31","filler",22,"-","0","-","-",4312,"L1"
"5550","L1 31","filler",22,"-","!","{Yes}","1",1862,"L1"
"5551","L1 31","gp",21,"c","0","-","-",2693,"L1"
"5552","L1 31","gp",21,"c","!","{Anna}","0",1246,"L1"
"5553","L1 31","filler",32,"-","0","-","-",4880,"L1"
"5554","L1 31","filler",32,"-","!","{Edward}","1",1413,"L1"
"5555","L1 31","gap",21,"a","0","-","-",6395,"L1"
