"","subject","type","item","condition","question","correct_answer","response","rt","group","clause_q","z_scored_rt"
"6878","L1 39","gp",1,"-0.5","0","-","-",4106,"L1","0.5",-0.213006009625548
"6882","L1 39","gp",12,"0.5","0","-","-",5801,"L1","-0.5",0.475049961102962
"6886","L1 39","gp",8,"0.5","0","-","-",6501,"L1","-0.5",0.759202869368424
"6896","L1 39","gp",24,"0.5","0","-","-",4022,"L1","-0.5",-0.247104358617403
"6903","L1 39","gp",14,"0.5","0","-","-",2874,"L1","0.5",-0.71311512817276
"6906","L1 39","gp",9,"-0.5","0","-","-",5356,"L1","0.5",0.294409897991348
"6917","L1 39","gp",11,"-0.5","0","-","-",3483,"L1","-0.5",-0.465902097981809
"6928","L1 39","gp",19,"-0.5","0","-","-",4015,"L1","-0.5",-0.249945887700058
"6936","L1 39","gp",22,"0.5","0","-","-",3246,"L1","0.5",-0.562108154065972
"6950","L1 39","gp",18,"0.5","0","-","-",4484,"L1","0.5",-0.0595634391621988
"6960","L1 39","gp",15,"-0.5","0","-","-",6700,"L1","-0.5",0.839983481861034
"6963","L1 39","gp",21,"-0.5","0","-","-",4082,"L1","0.5",-0.222748395051792
"6970","L1 39","gp",10,"0.5","0","-","-",3091,"L1","0.5",-0.625027726610467
"6977","L1 39","gp",17,"-0.5","0","-","-",2971,"L1","0.5",-0.673739653741689
"6983","L1 39","gp",13,"-0.5","0","-","-",5375,"L1","0.5",0.302122619787124
"6987","L1 39","gp",2,"0.5","0","-","-",4328,"L1","0.5",-0.122888944432787
"6990","L1 39","gp",4,"0.5","0","-","-",9492,"L1","-0.5",1.97334765311413
"7000","L1 39","gp",3,"-0.5","0","-","-",7144,"L1","-0.5",1.02021761224655
"7007","L1 39","gp",5,"-0.5","0","-","-",6654,"L1","0.5",0.821310576460732
"7018","L1 39","gp",20,"0.5","0","-","-",3145,"L1","-0.5",-0.603107359401417
"7038","L1 40","gp",8,"-0.5","0","-","-",6016,"L1","0.5",0.562325497213068
"7048","L1 40","gp",11,"0.5","0","-","-",2769,"L1","-0.5",-0.75573806441258
"7065","L1 40","gp",7,"0.5","0","-","-",3127,"L1","-0.5",-0.610414148471101
"7077","L1 40","gp",23,"0.5","0","-","-",5866,"L1","-0.5",0.501435588299041
"7085","L1 40","gp",14,"-0.5","0","-","-",4436,"L1","-0.5",-0.0790482100146876
"7089","L1 40","gp",22,"-0.5","0","-","-",6806,"L1","-0.5",0.883012350826947
"7097","L1 40","gp",17,"0.5","0","-","-",3408,"L1","0.5",-0.496347052438823
"7104","L1 40","gp",6,"-0.5","0","-","-",3281,"L1","-0.5",-0.547900508652699
"7110","L1 40","gp",18,"-0.5","0","-","-",6215,"L1","-0.5",0.643106109705678
"7128","L1 40","gp",4,"-0.5","0","-","-",3829,"L1","0.5",-0.325449374753452
"7138","L1 40","gp",12,"-0.5","0","-","-",7314,"L1","0.5",1.08922617568245
"7144","L1 40","gp",9,"0.5","0","-","-",6690,"L1","0.5",0.835924154600099
"7149","L1 40","gp",20,"-0.5","0","-","-",3518,"L1","0.5",-0.451694452568536
"7152","L1 40","gp",16,"-0.5","0","-","-",5677,"L1","0.5",0.424714303067366
"7155","L1 40","gp",10,"-0.5","0","-","-",3880,"L1","-0.5",-0.304746805722683
"7158","L1 40","gp",13,"0.5","0","-","-",3169,"L1","0.5",-0.593364973975173
"7165","L1 40","gp",19,"0.5","0","-","-",3820,"L1","-0.5",-0.329102769288294
"7169","L1 40","gp",5,"0.5","0","-","-",8665,"L1","0.5",1.63764128863479
"7173","L1 40","gp",24,"-0.5","0","-","-",3469,"L1","0.5",-0.471585156147118
"7177","L1 40","gp",15,"0.5","0","-","-",4238,"L1","-0.5",-0.159422889781204
"7181","L1 40","gp",1,"0.5","0","-","-",7726,"L1","0.5",1.25647045883298
"7187","L1 40","gp",21,"0.5","0","-","-",2916,"L1","0.5",-0.696065953676833
"7193","L1 40","gp",2,"-0.5","0","-","-",4240,"L1","-0.5",-0.158611024329017
"7197","L1 40","gp",3,"0.5","0","-","-",3574,"L1","-0.5",-0.428962219907299
