"","subject","type","item","condition","question","correct_answer","response","rt","group","clause_q","z_scored_rt"
"2292","L1 13","gp",5,"-0.5","0","-","-",6660,"L1","-0.5",0.823746172817293
"2296","L1 13","gp",3,"-0.5","0","-","-",9735,"L1","0.5",2.07198930555486
"2303","L1 13","gp",18,"0.5","0","-","-",4987,"L1","-0.5",0.14462072206284
"2307","L1 13","gp",6,"0.5","0","-","-",4293,"L1","-0.5",-0.13709658984606
"2313","L1 13","gp",17,"-0.5","0","-","-",3640,"L1","-0.5",-0.402170659985127
"2355","L1 14","gp",19,"0.5","0","-","-",3836,"L1","0.5",-0.322607845670797
"2362","L1 14","gp",11,"0.5","0","-","-",4360,"L1","0.5",-0.109899097197795
"2372","L1 14","gp",17,"0.5","0","-","-",3997,"L1","-0.5",-0.257252676769741
"2380","L1 14","gp",18,"-0.5","0","-","-",4315,"L1","0.5",-0.128166069872003
"2383","L1 14","gp",8,"-0.5","0","-","-",5357,"L1","-0.5",0.294815830717441
"2390","L1 14","gp",15,"0.5","0","-","-",3051,"L1","0.5",-0.641265035654208
"2396","L1 14","gp",23,"0.5","0","-","-",3345,"L1","0.5",-0.521920814182714
"2407","L1 14","gp",21,"0.5","0","-","-",2738,"L1","-0.5",-0.768321978921479
"2414","L1 14","gp",20,"-0.5","0","-","-",3573,"L1","-0.5",-0.429368152633392
"2417","L1 14","gp",5,"0.5","0","-","-",3255,"L1","-0.5",-0.558454759531131
"2421","L1 14","gp",2,"-0.5","0","-","-",2647,"L1","0.5",-0.805261856995989
"2424","L1 14","gp",3,"0.5","0","-","-",2568,"L1","0.5",-0.837330542357376
"2431","L1 14","gp",9,"0.5","0","-","-",2840,"L1","-0.5",-0.72691684085994
"2435","L1 14","gp",13,"0.5","0","-","-",3863,"L1","-0.5",-0.311647662066273
"2441","L1 14","gp",16,"-0.5","0","-","-",4563,"L1","-0.5",-0.027494753800811
"2449","L1 14","gp",12,"-0.5","0","-","-",3315,"L1","-0.5",-0.53409879596552
"2459","L1 14","gp",4,"-0.5","0","-","-",2927,"L1","-0.5",-0.691600693689804
"2470","L1 14","gp",10,"-0.5","0","-","-",3424,"L1","0.5",-0.489852128821326
"2478","L1 14","gp",6,"-0.5","0","-","-",3587,"L1","0.5",-0.423685094468083
"2481","L1 14","gp",14,"-0.5","0","-","-",3675,"L1","0.5",-0.387963014571854
"2488","L1 14","gp",7,"0.5","0","-","-",5155,"L1","0.5",0.212817420046551
"2496","L1 14","gp",1,"0.5","0","-","-",3050,"L1","-0.5",-0.641670968380301
"2506","L1 14","gp",24,"-0.5","0","-","-",3973,"L1","-0.5",-0.266995062195986
"2517","L1 14","gp",22,"-0.5","0","-","-",3757,"L1","0.5",-0.354676531032185
"2538","L1 15","gp",22,"0.5","0","-","-",6875,"L1","0.5",0.911021708927399
"2545","L1 15","gp",1,"-0.5","0","-","-",9016,"L1","0.5",1.78012367549362
"2549","L1 15","gp",19,"-0.5","0","-","-",9567,"L1","-0.5",2.00379260757115
"2557","L1 15","gp",12,"0.5","0","-","-",7747,"L1","-0.5",1.26499504608095
"2560","L1 15","gp",21,"-0.5","0","-","-",6262,"L1","0.5",0.662184947832073
"2566","L1 15","gp",24,"0.5","0","-","-",5299,"L1","-0.5",0.271271732604017
"2577","L1 15","gp",3,"-0.5","0","-","-",16421,"L1","-0.5",4.78605551221611
"2583","L1 15","gp",11,"-0.5","0","-","-",13614,"L1","-0.5",3.64660235007161
"2587","L1 15","gp",4,"0.5","0","-","-",4202,"L1","-0.5",-0.17403646792057
"2594","L1 15","gp",13,"-0.5","0","-","-",9167,"L1","0.5",1.84141951713374
"2600","L1 15","gp",16,"0.5","0","-","-",8364,"L1","-0.5",1.51545553808065
"2611","L1 15","gp",18,"0.5","0","-","-",4354,"L1","0.5",-0.112334693554356
"2614","L1 15","gp",14,"0.5","0","-","-",5645,"L1","0.5",0.411724455832374
"2617","L1 15","gp",5,"-0.5","0","-","-",17178,"L1","0.5",5.0933465858689
"2621","L1 15","gp",6,"0.5","0","-","-",8383,"L1","0.5",1.52316825987642
"2625","L1 15","gp",8,"0.5","0","-","-",3421,"L1","-0.5",-0.491069926999607
"2629","L1 15","gp",10,"0.5","0","-","-",5497,"L1","0.5",0.351646412370533
"2635","L1 15","gp",17,"-0.5","0","-","-",10223,"L1","0.5",2.27008447588849
"2643","L1 15","gp",7,"-0.5","0","-","-",6290,"L1","-0.5",0.673551064162692
"2646","L1 15","gp",23,"-0.5","0","-","-",10488,"L1","-0.5",2.37765664830327
"2663","L1 15","gp",9,"-0.5","0","-","-",6153,"L1","0.5",0.61793828068788
"2670","L1 15","gp",15,"-0.5","0","-","-",3694,"L1","-0.5",-0.380250292776077
"2677","L1 15","gp",20,"0.5","0","-","-",2648,"L1","-0.5",-0.804855924269895
"2681","L1 15","gp",2,"0.5","0","-","-",5971,"L1","0.5",0.54405852453886
"2725","L1 16","gp",10,"-0.5","0","-","-",4524,"L1","-0.5",-0.0433261301184581
"2731","L1 16","gp",5,"0.5","0","-","-",4040,"L1","0.5",-0.23979756954772
"2738","L1 16","gp",15,"0.5","0","-","-",4251,"L1","-0.5",-0.154145764341988
"2741","L1 16","gp",24,"-0.5","0","-","-",3158,"L1","0.5",-0.597830233962202
"2752","L1 16","gp",19,"0.5","0","-","-",7410,"L1","-0.5",1.12819571738743
"2756","L1 16","gp",6,"-0.5","0","-","-",3805,"L1","-0.5",-0.335191760179696
"2763","L1 16","gp",12,"-0.5","0","-","-",3614,"L1","0.5",-0.412724910863558
"2767","L1 16","gp",18,"-0.5","0","-","-",3677,"L1","-0.5",-0.387151149119667
"2789","L1 16","gp",3,"0.5","0","-","-",3760,"L1","-0.5",-0.353458732853905
"2796","L1 16","gp",22,"-0.5","0","-","-",5355,"L1","-0.5",0.294003965265254
"2800","L1 16","gp",7,"0.5","0","-","-",4468,"L1","-0.5",-0.0660583627796951
"2803","L1 16","gp",13,"0.5","0","-","-",4049,"L1","0.5",-0.236144175012878
"2806","L1 16","gp",17,"0.5","0","-","-",2797,"L1","0.5",-0.744371948081961
"2812","L1 16","gp",1,"0.5","0","-","-",5589,"L1","0.5",0.388992223171137
"2819","L1 16","gp",16,"-0.5","0","-","-",4981,"L1","0.5",0.142185125706279
"2837","L1 16","gp",9,"0.5","0","-","-",4741,"L1","0.5",0.0447612714438349
"2840","L1 16","gp",8,"-0.5","0","-","-",3866,"L1","0.5",-0.310429863887992
"2844","L1 16","gp",14,"-0.5","0","-","-",3651,"L1","-0.5",-0.397705399998098
"2849","L1 16","gp",23,"0.5","0","-","-",3232,"L1","-0.5",-0.567791212231281
"2852","L1 16","gp",20,"-0.5","0","-","-",2513,"L1","0.5",-0.85965684229252
"2856","L1 16","gp",2,"-0.5","0","-","-",5219,"L1","-0.5",0.238797114516536
"2864","L1 16","gp",21,"0.5","0","-","-",2825,"L1","0.5",-0.733005831751343
"2870","L1 16","gp",11,"0.5","0","-","-",4147,"L1","-0.5",-0.196362767855714
"2877","L1 16","gp",4,"-0.5","0","-","-",4121,"L1","0.5",-0.206917018734145
"2894","L1 17","gp",13,"-0.5","0","-","-",3656,"L1","-0.5",-0.39567573636763
"2901","L1 17","gp",12,"0.5","0","-","-",5807,"L1","0.5",0.477485557459524
"2904","L1 17","gp",14,"0.5","0","-","-",2691,"L1","-0.5",-0.787400817047874
"2911","L1 17","gp",18,"0.5","0","-","-",3454,"L1","-0.5",-0.477674147038521
"2914","L1 17","gp",9,"-0.5","0","-","-",2565,"L1","-0.5",-0.838548340535657
"2925","L1 17","gp",15,"-0.5","0","-","-",1971,"L1","0.5",-1.07967237983521
"2933","L1 17","gp",24,"0.5","0","-","-",3035,"L1","0.5",-0.647759959271704
"2947","L1 17","gp",20,"0.5","0","-","-",2818,"L1","0.5",-0.735847360833997
"2957","L1 17","gp",8,"0.5","0","-","-",4458,"L1","0.5",-0.0701176900406302
"2961","L1 17","gp",6,"0.5","0","-","-",5422,"L1","-0.5",0.32120145791352
"2969","L1 17","gp",21,"-0.5","0","-","-",9630,"L1","-0.5",2.02936636931504
"2981","L1 17","gp",10,"0.5","0","-","-",2921,"L1","-0.5",-0.694036290046365
"2987","L1 17","gp",11,"-0.5","0","-","-",2639,"L1","0.5",-0.808509318804737
"2994","L1 17","gp",1,"-0.5","0","-","-",3317,"L1","-0.5",-0.533286930513333
"3005","L1 17","gp",3,"-0.5","0","-","-",2439,"L1","0.5",-0.88969586402344
"3012","L1 17","gp",17,"-0.5","0","-","-",4035,"L1","-0.5",-0.241827233178188
"3022","L1 17","gp",7,"-0.5","0","-","-",3141,"L1","0.5",-0.604731090305791
"3028","L1 17","gp",5,"-0.5","0","-","-",1802,"L1","-0.5",-1.14827501054501
"3032","L1 17","gp",16,"0.5","0","-","-",2596,"L1","0.5",-0.825964426026758
"3038","L1 17","gp",19,"-0.5","0","-","-",3044,"L1","0.5",-0.644106564736863
"3041","L1 17","gp",4,"0.5","0","-","-",3345,"L1","0.5",-0.521920814182714
"3044","L1 17","gp",22,"0.5","0","-","-",2218,"L1","-0.5",-0.979406996490107
"3051","L1 17","gp",2,"0.5","0","-","-",2380,"L1","-0.5",-0.913645894862957
"3054","L1 17","gp",23,"-0.5","0","-","-",16303,"L1","0.5",4.73815545053707
"3075","L1 18","gp",9,"0.5","0","-","-",2759,"L1","-0.5",-0.759797391673515
"3082","L1 18","gp",23,"0.5","0","-","-",1864,"L1","0.5",-1.12310718152721
"3086","L1 18","gp",19,"0.5","0","-","-",2274,"L1","0.5",-0.95667476382887
"3097","L1 18","gp",15,"0.5","0","-","-",1778,"L1","0.5",-1.15801739597125
"3101","L1 18","gp",3,"0.5","0","-","-",1773,"L1","0.5",-1.16004705960172
"3108","L1 18","gp",22,"-0.5","0","-","-",4658,"L1","0.5",0.0110688551780731
"3112","L1 18","gp",24,"-0.5","0","-","-",4417,"L1","-0.5",-0.0867609318104644
"3119","L1 18","gp",17,"0.5","0","-","-",3013,"L1","-0.5",-0.656690479245762
"3123","L1 18","gp",14,"-0.5","0","-","-",3721,"L1","0.5",-0.369290109171552
"3128","L1 18","gp",12,"-0.5","0","-","-",6309,"L1","-0.5",0.681263785958469
"3135","L1 18","gp",6,"-0.5","0","-","-",4209,"L1","0.5",-0.171194938837916
"3143","L1 18","gp",16,"-0.5","0","-","-",5286,"L1","-0.5",0.265994607164801
"3156","L1 18","gp",20,"-0.5","0","-","-",7633,"L1","-0.5",1.21871871530628
"3160","L1 18","gp",21,"0.5","0","-","-",877,"L1","-0.5",-1.52376278218151
"3168","L1 18","gp",5,"0.5","0","-","-",2908,"L1","-0.5",-0.699313415485581
"3171","L1 18","gp",18,"-0.5","0","-","-",2083,"L1","0.5",-1.03420791451273
"3181","L1 18","gp",11,"0.5","0","-","-",2517,"L1","0.5",-0.858033111388146
"3188","L1 18","gp",4,"-0.5","0","-","-",6589,"L1","-0.5",0.794924949264653
"3191","L1 18","gp",13,"0.5","0","-","-",2808,"L1","-0.5",-0.739906688094932
"3203","L1 18","gp",7,"0.5","0","-","-",3509,"L1","0.5",-0.455347847103377
"3207","L1 18","gp",8,"-0.5","0","-","-",7195,"L1","-0.5",1.04092018127732
"3224","L1 18","gp",1,"0.5","0","-","-",1771,"L1","-0.5",-1.16085892505391
"3227","L1 18","gp",2,"-0.5","0","-","-",5655,"L1","0.5",0.415783783093309
"3230","L1 18","gp",10,"-0.5","0","-","-",7755,"L1","0.5",1.26824250788969
"3255","L1 19","gp",14,"0.5","0","-","-",5217,"L1","0.5",0.237985249064349
"3266","L1 19","gp",4,"0.5","0","-","-",4653,"L1","-0.5",0.00903919154760549
"3274","L1 19","gp",19,"-0.5","0","-","-",7414,"L1","-0.5",1.1298194482918
"3277","L1 19","gp",1,"-0.5","0","-","-",4760,"L1","0.5",0.0524739932396118
"3284","L1 19","gp",21,"-0.5","0","-","-",5392,"L1","0.5",0.309023476130714
"3296","L1 19","gp",12,"0.5","0","-","-",4163,"L1","-0.5",-0.189867844238218
"3301","L1 19","gp",17,"-0.5","0","-","-",5031,"L1","0.5",0.162481762010955
"3305","L1 19","gp",24,"0.5","0","-","-",4785,"L1","-0.5",0.0626223113919497
"3311","L1 19","gp",5,"-0.5","0","-","-",3847,"L1","0.5",-0.318142585683769
"3322","L1 19","gp",10,"0.5","0","-","-",6470,"L1","0.5",0.746618954859525
"3330","L1 19","gp",6,"0.5","0","-","-",6106,"L1","0.5",0.598859442561485
"3333","L1 19","gp",9,"-0.5","0","-","-",3401,"L1","0.5",-0.499188581521477
"3343","L1 19","gp",3,"-0.5","0","-","-",7188,"L1","-0.5",1.03807865219467
"3349","L1 19","gp",11,"-0.5","0","-","-",3651,"L1","-0.5",-0.397705399998098
"3357","L1 19","gp",16,"0.5","0","-","-",4013,"L1","-0.5",-0.250757753152245
"3360","L1 19","gp",8,"0.5","0","-","-",2766,"L1","-0.5",-0.75695586259086
"3364","L1 19","gp",7,"-0.5","0","-","-",4474,"L1","-0.5",-0.063622766423134
"3375","L1 19","gp",20,"0.5","0","-","-",5079,"L1","-0.5",0.181966532863443
"3381","L1 19","gp",18,"0.5","0","-","-",4576,"L1","0.5",-0.0222176283615953
"3392","L1 19","gp",23,"-0.5","0","-","-",4597,"L1","-0.5",-0.0136930411136314
"3395","L1 19","gp",13,"-0.5","0","-","-",5243,"L1","0.5",0.24853949994278
"3398","L1 19","gp",2,"0.5","0","-","-",6721,"L1","0.5",0.848508069108998
"3405","L1 19","gp",22,"0.5","0","-","-",4416,"L1","0.5",-0.0871668645365579
"3415","L1 19","gp",15,"-0.5","0","-","-",3906,"L1","-0.5",-0.294192554844251
"3434","L1 20","gp",13,"0.5","0","-","-",3209,"L1","0.5",-0.577127664931432
"3440","L1 20","gp",11,"0.5","0","-","-",2245,"L1","-0.5",-0.968446812885582
"3451","L1 20","gp",5,"0.5","0","-","-",4684,"L1","0.5",0.0216231060565045
"3454","L1 20","gp",22,"-0.5","0","-","-",5203,"L1","-0.5",0.23230219089904
"3462","L1 20","gp",8,"-0.5","0","-","-",4714,"L1","0.5",0.03380108783931
"3477","L1 20","gp",10,"-0.5","0","-","-",4291,"L1","-0.5",-0.137908455298247
"3484","L1 20","gp",4,"-0.5","0","-","-",8783,"L1","0.5",1.68554135031383
"3491","L1 20","gp",20,"-0.5","0","-","-",4746,"L1","0.5",0.0467909350743025
"3498","L1 20","gp",9,"0.5","0","-","-",2652,"L1","0.5",-0.803232193365521
"3506","L1 20","gp",23,"0.5","0","-","-",2728,"L1","-0.5",-0.772381306182414
"3515","L1 20","gp",12,"-0.5","0","-","-",10695,"L1","0.5",2.46168472260463
"3522","L1 20","gp",24,"-0.5","0","-","-",28067,"L1","0.5",9.5135480403012
"3526","L1 20","gp",3,"0.5","0","-","-",5598,"L1","-0.5",0.392645617705979
"3530","L1 20","gp",7,"0.5","0","-","-",4463,"L1","-0.5",-0.0680880264101626
"3535","L1 20","gp",21,"0.5","0","-","-",4233,"L1","0.5",-0.161452553411671
"3546","L1 20","gp",17,"0.5","0","-","-",4506,"L1","0.5",-0.0506329191881414
"3553","L1 20","gp",18,"-0.5","0","-","-",7795,"L1","-0.5",1.28447981693343
"3559","L1 20","gp",6,"-0.5","0","-","-",4850,"L1","-0.5",0.0890079385880282
"3566","L1 20","gp",16,"-0.5","0","-","-",16095,"L1","0.5",4.65372144350962
"3576","L1 20","gp",2,"-0.5","0","-","-",6518,"L1","-0.5",0.766103725712014
"3580","L1 20","gp",14,"-0.5","0","-","-",5433,"L1","-0.5",0.325666717900548
"3588","L1 20","gp",1,"0.5","0","-","-",3457,"L1","0.5",-0.47645634886024
"3595","L1 20","gp",15,"0.5","0","-","-",2865,"L1","-0.5",-0.716768522707602
"3598","L1 20","gp",19,"0.5","0","-","-",3479,"L1","-0.5",-0.467525828886183
"3617","L1 21","gp",9,"-0.5","0","-","-",2580,"L1","-0.5",-0.832459349644254
"3624","L1 21","gp",18,"0.5","0","-","-",2214,"L1","-0.5",-0.981030727394481
"3631","L1 21","gp",20,"0.5","0","-","-",2122,"L1","0.5",-1.01837653819508
"3634","L1 21","gp",13,"-0.5","0","-","-",4523,"L1","-0.5",-0.0437320628445517
"3640","L1 21","gp",8,"0.5","0","-","-",2125,"L1","0.5",-1.0171587400168
"3647","L1 21","gp",24,"0.5","0","-","-",6515,"L1","0.5",0.764885927533733
"3654","L1 21","gp",2,"0.5","0","-","-",2739,"L1","-0.5",-0.767916046195385
"3658","L1 21","gp",21,"-0.5","0","-","-",4939,"L1","-0.5",0.125135951210351
"3665","L1 21","gp",19,"-0.5","0","-","-",3773,"L1","0.5",-0.348181607414689
"3686","L1 21","gp",1,"-0.5","0","-","-",6184,"L1","-0.5",0.630522195196779
"3689","L1 21","gp",16,"0.5","0","-","-",5616,"L1","0.5",0.399952406775662
"3713","L1 21","gp",22,"0.5","0","-","-",3834,"L1","-0.5",-0.323419711122985
"3721","L1 21","gp",10,"0.5","0","-","-",3297,"L1","-0.5",-0.541405585035203
"3725","L1 21","gp",15,"-0.5","0","-","-",4493,"L1","0.5",-0.0559100446273572
"3732","L1 21","gp",4,"0.5","0","-","-",1970,"L1","0.5",-1.0800783125613
"3736","L1 21","gp",3,"-0.5","0","-","-",7952,"L1","0.5",1.34821125493012
"3739","L1 21","gp",12,"0.5","0","-","-",6548,"L1","0.5",0.778281707494819
"3746","L1 21","gp",23,"-0.5","0","-","-",4574,"L1","0.5",-0.0230294938137823
"3750","L1 21","gp",11,"-0.5","0","-","-",2398,"L1","0.5",-0.906339105793274
"3756","L1 21","gp",6,"0.5","0","-","-",2052,"L1","-0.5",-1.04679182902163
"3760","L1 21","gp",5,"-0.5","0","-","-",2192,"L1","-0.5",-0.989961247368539
"3763","L1 21","gp",17,"-0.5","0","-","-",4294,"L1","-0.5",-0.136690657119967
"3767","L1 21","gp",14,"0.5","0","-","-",4558,"L1","-0.5",-0.0295244174312786
"3774","L1 21","gp",7,"-0.5","0","-","-",1868,"L1","0.5",-1.12148345062284
"3801","L1 22","gp",2,"-0.5","0","-","-",8608,"L1","0.5",1.61450312324746
"3821","L1 22","gp",5,"0.5","0","-","-",4645,"L1","-0.5",0.00579172973885735
"3825","L1 22","gp",3,"0.5","0","-","-",3935,"L1","0.5",-0.282420505787539
"3839","L1 22","gp",8,"-0.5","0","-","-",8299,"L1","-0.5",1.48906991088457
"3851","L1 22","gp",9,"0.5","0","-","-",4219,"L1","-0.5",-0.167135611576981
"3858","L1 22","gp",22,"-0.5","0","-","-",17700,"L1","0.5",5.30524346888971
"3866","L1 22","gp",24,"-0.5","0","-","-",7675,"L1","-0.5",1.23576788980221
"3869","L1 22","gp",12,"-0.5","0","-","-",10630,"L1","-0.5",2.43529909540855
"3874","L1 22","gp",17,"0.5","0","-","-",4517,"L1","-0.5",-0.0461676592011128
"3881","L1 22","gp",1,"0.5","0","-","-",4965,"L1","-0.5",0.135690202088783
"3888","L1 22","gp",14,"-0.5","0","-","-",9244,"L1","0.5",1.87267633704294
"3892","L1 22","gp",19,"0.5","0","-","-",8499,"L1","0.5",1.57025645610327
"3898","L1 22","gp",10,"-0.5","0","-","-",4158,"L1","0.5",-0.191897507868685
"3901","L1 22","gp",7,"0.5","0","-","-",3619,"L1","0.5",-0.410695247233091
"3904","L1 22","gp",23,"0.5","0","-","-",3656,"L1","0.5",-0.39567573636763
"3908","L1 22","gp",15,"0.5","0","-","-",4311,"L1","0.5",-0.129789800776377
"3911","L1 22","gp",21,"0.5","0","-","-",3067,"L1","-0.5",-0.634770112036712
"3919","L1 22","gp",16,"-0.5","0","-","-",8139,"L1","-0.5",1.4241206747096
"3929","L1 22","gp",6,"-0.5","0","-","-",5049,"L1","0.5",0.169788551080638
"3933","L1 22","gp",11,"0.5","0","-","-",4548,"L1","0.5",-0.0335837446922137
"3940","L1 22","gp",18,"-0.5","0","-","-",3354,"L1","0.5",-0.518267419647872
"3944","L1 22","gp",13,"0.5","0","-","-",4472,"L1","-0.5",-0.064434631875321
"3955","L1 22","gp",20,"-0.5","0","-","-",6009,"L1","-0.5",0.559483968130414
"3958","L1 22","gp",4,"-0.5","0","-","-",5010,"L1","-0.5",0.153957174762991
"3975","L1 23","gp",13,"-0.5","0","-","-",6109,"L1","0.5",0.600077240739766
"3978","L1 23","gp",10,"0.5","0","-","-",5786,"L1","0.5",0.46896097021156
"3981","L1 23","gp",22,"0.5","0","-","-",8647,"L1","0.5",1.63033449956511
"3989","L1 23","gp",4,"0.5","0","-","-",3640,"L1","-0.5",-0.402170659985127
"3994","L1 23","gp",12,"0.5","0","-","-",3596,"L1","-0.5",-0.420031699933241
"4000","L1 23","gp",7,"-0.5","0","-","-",6295,"L1","-0.5",0.67558072779316
"4004","L1 23","gp",6,"0.5","0","-","-",9448,"L1","0.5",1.95548661316602
"4019","L1 23","gp",23,"-0.5","0","-","-",14215,"L1","-0.5",3.89056791845381
"4023","L1 23","gp",21,"-0.5","0","-","-",7558,"L1","0.5",1.18827376084927
"4027","L1 23","gp",19,"-0.5","0","-","-",3941,"L1","-0.5",-0.279984909430978
"4030","L1 23","gp",5,"-0.5","0","-","-",10955,"L1","0.5",2.56722723138895
"4033","L1 23","gp",15,"-0.5","0","-","-",7899,"L1","-0.5",1.32669682044716
"4037","L1 23","gp",2,"0.5","0","-","-",4539,"L1","0.5",-0.0372371392270554
"4048","L1 23","gp",11,"-0.5","0","-","-",4049,"L1","-0.5",-0.236144175012878
"4051","L1 23","gp",1,"-0.5","0","-","-",5365,"L1","0.5",0.298063292526189
"4065","L1 23","gp",24,"0.5","0","-","-",3023,"L1","-0.5",-0.652631151984826
"4073","L1 23","gp",8,"0.5","0","-","-",4053,"L1","-0.5",-0.234520444108504
"4079","L1 23","gp",3,"-0.5","0","-","-",7934,"L1","-0.5",1.34090446586043
"4085","L1 23","gp",20,"0.5","0","-","-",2366,"L1","-0.5",-0.919328953028267
"4107","L1 23","gp",17,"-0.5","0","-","-",5659,"L1","0.5",0.417407513997683
"4120","L1 23","gp",14,"0.5","0","-","-",9744,"L1","0.5",2.0756427000897
"4127","L1 23","gp",18,"0.5","0","-","-",2238,"L1","0.5",-0.971288341968237
"4131","L1 23","gp",9,"-0.5","0","-","-",4366,"L1","0.5",-0.107463500841234
"4137","L1 23","gp",16,"0.5","0","-","-",11150,"L1","-0.5",2.64638411297718
"4159","L1 24","gp",22,"-0.5","0","-","-",8811,"L1","-0.5",1.69690746664445
"4167","L1 24","gp",18,"-0.5","0","-","-",5449,"L1","-0.5",0.332161641518045
"4170","L1 24","gp",2,"-0.5","0","-","-",3021,"L1","-0.5",-0.653443017437013
"4185","L1 24","gp",12,"-0.5","0","-","-",4046,"L1","0.5",-0.237361973191159
"4194","L1 24","gp",17,"0.5","0","-","-",2772,"L1","0.5",-0.754520266234299
"4202","L1 24","gp",20,"-0.5","0","-","-",5106,"L1","0.5",0.192926716467968
"4205","L1 24","gp",6,"-0.5","0","-","-",4375,"L1","-0.5",-0.103810106306392
"4208","L1 24","gp",23,"0.5","0","-","-",3329,"L1","-0.5",-0.52841573780021
"4215","L1 24","gp",4,"-0.5","0","-","-",3122,"L1","0.5",-0.612443812101568
"4218","L1 24","gp",1,"0.5","0","-","-",2708,"L1","0.5",-0.780499960704284
"4226","L1 24","gp",16,"-0.5","0","-","-",3601,"L1","0.5",-0.418002036302774
"4232","L1 24","gp",15,"0.5","0","-","-",2498,"L1","-0.5",-0.865745833183923
"4236","L1 24","gp",14,"-0.5","0","-","-",4050,"L1","-0.5",-0.235738242286785
"4252","L1 24","gp",9,"0.5","0","-","-",3887,"L1","0.5",-0.301905276640028
"4256","L1 24","gp",3,"0.5","0","-","-",3129,"L1","-0.5",-0.609602283018914
"4263","L1 24","gp",5,"0.5","0","-","-",3305,"L1","0.5",-0.538158123226455
"4270","L1 24","gp",21,"0.5","0","-","-",3094,"L1","0.5",-0.623809928432187
"4277","L1 24","gp",8,"-0.5","0","-","-",3411,"L1","0.5",-0.495129254260542
"4285","L1 24","gp",24,"-0.5","0","-","-",3472,"L1","0.5",-0.470367357968837
"4288","L1 24","gp",11,"0.5","0","-","-",2735,"L1","-0.5",-0.769539777099759
"4299","L1 24","gp",13,"0.5","0","-","-",4850,"L1","0.5",0.0890079385880282
"4307","L1 24","gp",19,"0.5","0","-","-",5292,"L1","-0.5",0.268430203521363
"4311","L1 24","gp",7,"0.5","0","-","-",4885,"L1","-0.5",0.103215584001301
"4318","L1 24","gp",10,"-0.5","0","-","-",6430,"L1","-0.5",0.730381645815784
"4338","L1 25","gp",3,"-0.5","0","-","-",5316,"L1","0.5",0.278172588947607
"4341","L1 25","gp",21,"-0.5","0","-","-",4257,"L1","-0.5",-0.151710167985427
"4350","L1 25","gp",5,"-0.5","0","-","-",2335,"L1","-0.5",-0.931912867537166
"4360","L1 25","gp",15,"-0.5","0","-","-",3403,"L1","0.5",-0.49837671606929
"4370","L1 25","gp",9,"-0.5","0","-","-",2722,"L1","-0.5",-0.774816902538975
"4373","L1 25","gp",14,"0.5","0","-","-",3493,"L1","-0.5",-0.461842770720874
"4390","L1 25","gp",17,"-0.5","0","-","-",2855,"L1","-0.5",-0.720827849968537
"4394","L1 25","gp",4,"0.5","0","-","-",4053,"L1","0.5",-0.234520444108504
"4397","L1 25","gp",13,"-0.5","0","-","-",4293,"L1","-0.5",-0.13709658984606
"4400","L1 25","gp",19,"-0.5","0","-","-",4640,"L1","0.5",0.00376206610838977
"4408","L1 25","gp",18,"0.5","0","-","-",2474,"L1","-0.5",-0.875488218610167
"4415","L1 25","gp",22,"0.5","0","-","-",2870,"L1","-0.5",-0.714738859077134
"4422","L1 25","gp",10,"0.5","0","-","-",4318,"L1","-0.5",-0.126948271693723
"4426","L1 25","gp",1,"-0.5","0","-","-",3746,"L1","-0.5",-0.359141791019214
"4433","L1 25","gp",23,"-0.5","0","-","-",5005,"L1","0.5",0.151927511132523
"4436","L1 25","gp",24,"0.5","0","-","-",5423,"L1","0.5",0.321607390639613
"4446","L1 25","gp",6,"0.5","0","-","-",4050,"L1","-0.5",-0.235738242286785
"4450","L1 25","gp",16,"0.5","0","-","-",3380,"L1","0.5",-0.507713168769441
"4453","L1 25","gp",12,"0.5","0","-","-",3362,"L1","0.5",-0.515019957839124
"4459","L1 25","gp",2,"0.5","0","-","-",4232,"L1","-0.5",-0.161858486137765
"4471","L1 25","gp",7,"-0.5","0","-","-",5008,"L1","0.5",0.153145309310804
"4479","L1 25","gp",8,"0.5","0","-","-",3300,"L1","0.5",-0.540187786856922
"4486","L1 25","gp",20,"0.5","0","-","-",2407,"L1","0.5",-0.902685711258433
"4494","L1 25","gp",11,"-0.5","0","-","-",3167,"L1","0.5",-0.59417683942736
"4519","L1 26","gp",23,"0.5","0","-","-",4518,"L1","0.5",-0.0457617264750192
"4523","L1 26","gp",8,"-0.5","0","-","-",12210,"L1","-0.5",3.07667280263631
"4527","L1 26","gp",7,"0.5","0","-","-",7320,"L1","0.5",1.09166177203901
"4531","L1 26","gp",24,"-0.5","0","-","-",6212,"L1","-0.5",0.641888311527398
"4539","L1 26","gp",14,"-0.5","0","-","-",3452,"L1","0.5",-0.478486012490708
"4546","L1 26","gp",19,"0.5","0","-","-",4238,"L1","0.5",-0.159422889781204
"4557","L1 26","gp",21,"0.5","0","-","-",5064,"L1","-0.5",0.175877541972041
"4561","L1 26","gp",20,"-0.5","0","-","-",4910,"L1","-0.5",0.113363902153639
"4579","L1 26","gp",11,"0.5","0","-","-",2654,"L1","0.5",-0.802420327913334
"4586","L1 26","gp",9,"0.5","0","-","-",6715,"L1","-0.5",0.846072472752436
"4590","L1 26","gp",16,"-0.5","0","-","-",12410,"L1","-0.5",3.15785934785501
"4603","L1 26","gp",13,"0.5","0","-","-",2687,"L1","-0.5",-0.789024547952248
