"","subject","type","item","condition","question","correct_answer","response","rt","group","disamb_type","z_scored_rt"
"4246","L1 24","gap",18,"-0.5","!","{Yes}",0,1419,"L1","-0.5",-0.678325010001066
"4250","L1 24","gap",22,"-0.5","!","{Yes}",0,1299,"L1","-0.5",-0.768817361358193
"4260","L1 24","gap",15,"0.5","!","{Yes}",0,2146,"L1","-0.5",-0.13009218136247
"4268","L1 24","gap",24,"-0.5","!","{Yes}",0,2231,"L1","-0.5",-0.0659934324845048
"4275","L1 24","gap",16,"-0.5","!","{No}",1,1520,"L1","-0.5",-0.602160614275484
"4293","L1 24","gap",17,"0.5","!","{Yes}",0,1150,"L1","-0.5",-0.881178697626626
"4377","L1 25","gap",24,"0.5","!","{Yes}",0,1322,"L1","-0.5",-0.751472994014744
"4384","L1 25","gap",16,"0.5","!","{No}",1,3314,"L1","-0.5",0.750700038513568
"4387","L1 25","gap",17,"-0.5","!","{Yes}",0,954,"L1","-0.5",-1.02898287150993
"4405","L1 25","gap",13,"-0.5","!","{Yes}",0,1532,"L1","-0.5",-0.593111379139771
"4420","L1 25","gap",22,"0.5","!","{No}",1,1763,"L1","-0.5",-0.418913602777301
"4431","L1 25","gap",18,"0.5","!","{No}",1,2058,"L1","-0.5",-0.196453239024363
"4440","L1 25","gap",21,"-0.5","!","{Yes}",0,1469,"L1","-0.5",-0.640619863602263
"4443","L1 25","gap",23,"-0.5","!","{No}",1,2393,"L1","-0.5",0.0561712418476169
"4457","L1 25","gap",15,"-0.5","!","{Yes}",0,1726,"L1","-0.5",-0.446815411112415
"4468","L1 25","gap",19,"-0.5","!","{Yes}",0,1253,"L1","-0.5",-0.803506096045092
"4476","L1 25","gap",14,"0.5","!","{No}",1,1221,"L1","-0.5",-0.827637389740326
"4491","L1 25","gap",20,"0.5","!","{Yes}",0,3658,"L1","-0.5",1.01011144573733
"4534","L1 26","gap",19,"0.5","!","{Yes}",0,2715,"L1","-0.5",0.298992384655908
"4537","L1 26","gap",15,"0.5","!","{No}",1,2440,"L1","-0.5",0.0916140794624918
"4555","L1 26","gap",21,"0.5","!","{Yes}",0,2504,"L1","-0.5",0.13987666685296
"4570","L1 26","gap",17,"0.5","!","{No}",1,1535,"L1","-0.5",-0.590849070355843
"4583","L1 26","gap",14,"-0.5","!","{Yes}",0,2610,"L1","-0.5",0.219811577218422
"4601","L1 26","gap",13,"0.5","!","{Yes}",0,3218,"L1","-0.5",0.678306157427867
"4607","L1 26","gap",22,"-0.5","!","{No}",1,2991,"L1","-0.5",0.507124792777301
"4610","L1 26","gap",20,"-0.5","!","{No}",1,2569,"L1","-0.5",0.188893357171404
"4636","L1 26","gap",16,"-0.5","!","{No}",1,2543,"L1","-0.5",0.169286681044026
"4643","L1 26","gap",18,"-0.5","!","{No}",1,1883,"L1","-0.5",-0.328421251420174
"4660","L1 26","gap",24,"-0.5","!","{No}",1,2589,"L1","-0.5",0.203975415730925
"4664","L1 26","gap",23,"0.5","!","{Yes}",0,2512,"L1","-0.5",0.145909490276768
"4719","L1 27","gap",20,"0.5","!","{Yes}",0,1874,"L1","-0.5",-0.335208177771958
"4729","L1 27","gap",19,"-0.5","!","{Yes}",0,1744,"L1","-0.5",-0.433241558408846
"4737","L1 27","gap",24,"0.5","!","{Yes}",0,1769,"L1","-0.5",-0.414388985209445
"4766","L1 27","gap",17,"-0.5","!","{Yes}",0,3453,"L1","-0.5",0.855520345502241
"4770","L1 27","gap",23,"-0.5","!","{Yes}",0,1555,"L1","-0.5",-0.575767011796322
"4777","L1 27","gap",14,"0.5","!","{No}",1,1216,"L1","-0.5",-0.831407904380206
"4803","L1 27","gap",22,"0.5","!","{Yes}",0,994,"L1","-0.5",-0.998818754390892
"4809","L1 27","gap",18,"0.5","!","{Yes}",0,1191,"L1","-0.5",-0.850260477579608
"4819","L1 27","gap",16,"0.5","!","{No}",1,5218,"L1","-0.5",2.18651201337999
"4833","L1 27","gap",15,"-0.5","!","{Yes}",0,1264,"L1","-0.5",-0.795210963837355
"4840","L1 27","gap",13,"-0.5","!","{Yes}",0,1472,"L1","-0.5",-0.638357554818335
"4847","L1 27","gap",21,"-0.5","!","{Yes}",0,1490,"L1","-0.5",-0.624783702114766
"4875","L1 28","gap",24,"-0.5","!","{Yes}",0,3675,"L1","-0.5",1.02293119551293
"4879","L1 28","gap",15,"0.5","!","{Yes}",0,3227,"L1","-0.5",0.685093083779651
"4893","L1 28","gap",20,"-0.5","!","{Yes}",0,4531,"L1","-0.5",1.66844330186043
"4926","L1 28","gap",18,"-0.5","!","{No}",1,2195,"L1","-0.5",-0.093141137891643
"4932","L1 28","gap",14,"-0.5","!","{Yes}",0,1291,"L1","-0.5",-0.774850184782002
"4936","L1 28","gap",17,"0.5","!","{Yes}",0,1596,"L1","-0.5",-0.544848791749303
"4947","L1 28","gap",13,"0.5","!","{Yes}",0,1433,"L1","-0.5",-0.667767569009401
"4954","L1 28","gap",21,"0.5","!","{Yes}",0,1010,"L1","-0.5",-0.986753107543274
"4967","L1 28","gap",19,"0.5","!","{Yes}",0,2478,"L1","-0.5",0.120269990725582
"5004","L1 28","gap",23,"0.5","!","{Yes}",0,1311,"L1","-0.5",-0.75976812622248
"5020","L1 28","gap",16,"-0.5","!","{No}",1,3831,"L1","-0.5",1.14057125227719
"5027","L1 28","gap",22,"-0.5","!","{No}",1,2099,"L1","-0.5",-0.165535018977345
"5085","L1 29","gap",17,"-0.5","!","{Yes}",0,1089,"L1","-0.5",-0.927178976233166
"5088","L1 29","gap",22,"0.5","!","{Yes}",0,1732,"L1","-0.5",-0.442290793544559
"5096","L1 29","gap",18,"0.5","!","{No}",1,2901,"L1","-0.5",0.439255529259456
"5110","L1 29","gap",15,"-0.5","!","{No}",1,3530,"L1","-0.5",0.913586270956398
"5116","L1 29","gap",24,"0.5","!","{Yes}",0,1130,"L1","-0.5",-0.896260756186147
"5122","L1 29","gap",20,"0.5","!","{No}",1,3041,"L1","-0.5",0.544829939176104
"5129","L1 29","gap",23,"-0.5","!","{No}",1,2243,"L1","-0.5",-0.0569441973487921
"5146","L1 29","gap",16,"0.5","!","{No}",1,1398,"L1","-0.5",-0.694161171488563
"5151","L1 29","gap",14,"0.5","!","{Yes}",0,1234,"L1","-0.5",-0.817834051676637
"5172","L1 29","gap",19,"-0.5","!","{Yes}",0,2521,"L1","-0.5",0.152696416628553
"5180","L1 29","gap",13,"-0.5","!","{Yes}",0,1655,"L1","-0.5",-0.500356718998716
"5192","L1 29","gap",21,"-0.5","!","{Yes}",0,1517,"L1","-0.5",-0.604422923059412
"5235","L1 30","gap",23,"0.5","!","{No}",1,2539,"L1","-0.5",0.166270269332122
"5243","L1 30","gap",13,"0.5","!","{No}",1,1970,"L1","-0.5",-0.262814296686257
"5254","L1 30","gap",18,"-0.5","!","{No}",1,1815,"L1","-0.5",-0.379700250522546
"5260","L1 30","gap",17,"0.5","!","{No}",1,1489,"L1","-0.5",-0.625537805042742
"5266","L1 30","gap",20,"-0.5","!","{No}",1,2505,"L1","-0.5",0.140630769780936
"5315","L1 30","gap",21,"0.5","!","{No}",1,1661,"L1","-0.5",-0.495832101430859
"5337","L1 30","gap",15,"0.5","!","{No}",1,2012,"L1","-0.5",-0.231141973711262
"5348","L1 30","gap",16,"-0.5","!","{No}",1,1793,"L1","-0.5",-0.396290514938019
"5376","L1 30","gap",19,"0.5","!","{No}",1,1452,"L1","-0.5",-0.653439613377856
"5380","L1 30","gap",14,"-0.5","!","{No}",1,1331,"L1","-0.5",-0.744686067662959
"5388","L1 30","gap",22,"-0.5","!","{No}",1,1500,"L1","-0.5",-0.617242672835005
"5398","L1 30","gap",24,"-0.5","!","{Yes}",0,1081,"L1","-0.5",-0.933211799656974
"5415","L1 31","gap",15,"-0.5","!","{No}",1,3582,"L1","-0.5",0.952799623211153
"5422","L1 31","gap",24,"0.5","!","{Yes}",0,3813,"L1","-0.5",1.12699739957362
"5468","L1 31","gap",19,"-0.5","!","{Yes}",0,1303,"L1","-0.5",-0.765800949646289
"5475","L1 31","gap",18,"0.5","!","{No}",1,6798,"L1","-0.5",3.37799463958216
"5483","L1 31","gap",23,"-0.5","!","{Yes}",0,1789,"L1","-0.5",-0.399306926649924
"5494","L1 31","gap",22,"0.5","!","{Yes}",0,2638,"L1","-0.5",0.240926459201752
"5504","L1 31","gap",17,"-0.5","!","{Yes}",0,1713,"L1","-0.5",-0.456618749176104
"5508","L1 31","gap",20,"0.5","!","{No}",1,2740,"L1","-0.5",0.31784495785531
"5530","L1 31","gap",14,"0.5","!","{Yes}",0,2111,"L1","-0.5",-0.156485783841632
"5542","L1 31","gap",13,"-0.5","!","{Yes}",0,2631,"L1","-0.5",0.235647738705919
"5556","L1 31","gap",21,"-0.5","!","{Yes}",0,1844,"L1","-0.5",-0.35783126561124
"5578","L1 31","gap",16,"0.5","!","{Yes}",0,2109,"L1","-0.5",-0.157993989697584
"5602","L1 32","gap",19,"0.5","!","{Yes}",0,3338,"L1","-0.5",0.768798508784994
"5611","L1 32","gap",21,"0.5","!","{Yes}",0,1080,"L1","-0.5",-0.93396590258495
"5629","L1 32","gap",22,"-0.5","!","{No}",1,1323,"L1","-0.5",-0.750718891086768
"5633","L1 32","gap",23,"0.5","!","{No}",1,1180,"L1","-0.5",-0.858555609787344
"5644","L1 32","gap",20,"-0.5","!","{No}",1,2758,"L1","-0.5",0.331418810558879
"5651","L1 32","gap",17,"0.5","!","{No}",1,959,"L1","-0.5",-1.02521235687005
"5656","L1 32","gap",24,"-0.5","!","{Yes}",0,1208,"L1","-0.5",-0.837440727804015
"5659","L1 32","gap",15,"0.5","!","{Yes}",0,2480,"L1","-0.5",0.121778196581534
"5675","L1 32","gap",14,"-0.5","!","{No}",1,2863,"L1","-0.5",0.410599617996365
"5679","L1 32","gap",16,"-0.5","!","{Yes}",0,2220,"L1","-0.5",-0.0742885646922415
"5727","L1 32","gap",13,"0.5","!","{No}",1,2441,"L1","-0.5",0.0923681823904678
"5733","L1 32","gap",18,"-0.5","!","{No}",1,1368,"L1","-0.5",-0.716784259327845
"5783","L1 33","gap",19,"-0.5","!","{No}",1,1556,"L1","-0.5",-0.575012908868346
"5802","L1 33","gap",16,"0.5","!","{Yes}",0,2659,"L1","-0.5",0.256762620689249
"5806","L1 33","gap",21,"-0.5","!","{Yes}",0,1519,"L1","-0.5",-0.60291471720346
"5816","L1 33","gap",15,"-0.5","!","{Yes}",0,2567,"L1","-0.5",0.187385151315451
"5823","L1 33","gap",13,"-0.5","!","{Yes}",0,1124,"L1","-0.5",-0.900785373754004
"5832","L1 33","gap",18,"0.5","!","{Yes}",0,4982,"L1","-0.5",2.00854372237764
"5869","L1 33","gap",20,"0.5","!","{No}",1,2763,"L1","-0.5",0.335189325198759
"5875","L1 33","gap",23,"-0.5","!","{No}",1,3186,"L1","-0.5",0.654174863732633
"5910","L1 33","gap",22,"0.5","!","{Yes}",0,1640,"L1","-0.5",-0.511668262918357
"5914","L1 33","gap",17,"-0.5","!","{No}",1,2107,"L1","-0.5",-0.159502195553536
"5918","L1 33","gap",24,"0.5","!","{No}",1,4020,"L1","-0.5",1.28309670566467
"5924","L1 33","gap",14,"0.5","!","{Yes}",0,1996,"L1","-0.5",-0.243207620558879
"5973","L1 34","gap",15,"0.5","!","{No}",1,2984,"L1","-0.5",0.501846072281469
"5995","L1 34","gap",20,"-0.5","!","{Yes}",0,1623,"L1","-0.5",-0.52448801269395
"6002","L1 34","gap",24,"-0.5","!","{Yes}",0,1538,"L1","-0.5",-0.588586761571915
"6035","L1 34","gap",13,"0.5","!","{Yes}",0,1382,"L1","-0.5",-0.70622681833618
"6038","L1 34","gap",18,"-0.5","!","{Yes}",0,1147,"L1","-0.5",-0.883441006410554
"6044","L1 34","gap",16,"-0.5","!","{No}",1,2524,"L1","-0.5",0.154958725412481
"6057","L1 34","gap",19,"0.5","!","{Yes}",0,2475,"L1","-0.5",0.118007681941654
"6069","L1 34","gap",23,"0.5","!","{Yes}",0,1373,"L1","-0.5",-0.713013744687965
"6080","L1 34","gap",22,"-0.5","!","{Yes}",0,1758,"L1","-0.5",-0.422684117417181
"6094","L1 34","gap",21,"0.5","!","{No}",1,1387,"L1","-0.5",-0.7024563036963
"6105","L1 34","gap",17,"0.5","!","{Yes}",0,1393,"L1","-0.5",-0.697931686128443
"6112","L1 34","gap",14,"-0.5","!","{Yes}",0,1686,"L1","-0.5",-0.476979528231458
"6153","L1 35","gap",17,"-0.5","!","{No}",1,3181,"L1","-0.5",0.650404349092752
"6183","L1 35","gap",22,"0.5","!","{No}",1,1963,"L1","-0.5",-0.268093017182089
"6193","L1 35","gap",18,"0.5","!","{No}",1,1832,"L1","-0.5",-0.366880500746953
"6199","L1 35","gap",23,"-0.5","!","{No}",1,2537,"L1","-0.5",0.16476206347617
"6221","L1 35","gap",19,"-0.5","!","{No}",1,1288,"L1","-0.5",-0.77711249356593
"6227","L1 35","gap",21,"-0.5","!","{Yes}",0,1318,"L1","-0.5",-0.754489405726648
"6241","L1 35","gap",24,"0.5","!","{Yes}",0,1625,"L1","-0.5",-0.522979806837997
"6266","L1 35","gap",13,"-0.5","!","{Yes}",0,1257,"L1","-0.5",-0.800489684333188
"6275","L1 35","gap",20,"0.5","!","{No}",1,1822,"L1","-0.5",-0.374421530026714
"6283","L1 35","gap",16,"0.5","!","{No}",1,2180,"L1","-0.5",-0.104452681811284
"6291","L1 35","gap",14,"0.5","!","{Yes}",0,1623,"L1","-0.5",-0.52448801269395
"6295","L1 35","gap",15,"-0.5","!","{Yes}",0,1356,"L1","-0.5",-0.725833494463558
"6315","L1 36","gap",19,"0.5","!","{Yes}",0,1704,"L1","-0.5",-0.463405675527889
"6328","L1 36","gap",15,"0.5","!","{Yes}",0,1600,"L1","-0.5",-0.541832380037399
"6355","L1 36","gap",21,"0.5","!","{Yes}",0,1631,"L1","-0.5",-0.518455189270141
"6362","L1 36","gap",14,"-0.5","!","{Yes}",0,4033,"L1","-0.5",1.29290004372836
"6370","L1 36","gap",16,"-0.5","!","{Yes}",0,2644,"L1","-0.5",0.245451076769608
"6374","L1 36","gap",23,"0.5","!","{Yes}",0,3608,"L1","-0.5",0.97240629933853
"6402","L1 36","gap",18,"-0.5","!","{No}",1,1923,"L1","-0.5",-0.298257134301131
"6421","L1 36","gap",22,"-0.5","!","{No}",1,3771,"L1","-0.5",1.09532507659863
"6427","L1 36","gap",24,"-0.5","!","{Yes}",0,1297,"L1","-0.5",-0.770325567214145
"6434","L1 36","gap",17,"0.5","!","{No}",1,2856,"L1","-0.5",0.405320897500533
"6438","L1 36","gap",20,"-0.5","!","{No}",1,2827,"L1","-0.5",0.383451912589227
"6475","L1 36","gap",13,"0.5","!","{Yes}",0,1470,"L1","-0.5",-0.639865760674287
"6500","L1 37","gap",15,"-0.5","!","{No}",1,4192,"L1","-0.5",1.41280240927655
"6507","L1 37","gap",21,"-0.5","!","{Yes}",0,1485,"L1","-0.5",-0.628554216754646
"6513","L1 37","gap",13,"-0.5","!","{Yes}",0,1948,"L1","-0.5",-0.27940456110173
"6556","L1 37","gap",20,"0.5","!","{No}",1,1517,"L1","-0.5",-0.604422923059412
"6560","L1 37","gap",24,"0.5","!","{Yes}",0,2180,"L1","-0.5",-0.104452681811284
"6563","L1 37","gap",23,"-0.5","!","{Yes}",0,1551,"L1","-0.5",-0.578783423508226
"6596","L1 37","gap",19,"-0.5","!","{Yes}",0,2157,"L1","-0.5",-0.121797049154733
"6602","L1 37","gap",22,"0.5","!","{Yes}",0,1280,"L1","-0.5",-0.783145316989738
"6614","L1 37","gap",17,"-0.5","!","{Yes}",0,1195,"L1","-0.5",-0.847244065867703
"6629","L1 37","gap",16,"0.5","!","{No}",1,1952,"L1","-0.5",-0.276388149389826
"6642","L1 37","gap",14,"0.5","!","{Yes}",0,1384,"L1","-0.5",-0.704718612480228
"6652","L1 37","gap",18,"0.5","!","{Yes}",0,2651,"L1","-0.5",0.25072979726544
"6680","L1 38","gap",19,"0.5","!","{No}",1,2356,"L1","-0.5",0.0282694335125027
"6691","L1 38","gap",14,"-0.5","!","{Yes}",0,1305,"L1","-0.5",-0.764292743790337
"6702","L1 38","gap",16,"-0.5","!","{No}",1,1711,"L1","-0.5",-0.458126955032056
"6716","L1 38","gap",17,"0.5","!","{Yes}",0,857,"L1","-0.5",-1.10213085552361
"6730","L1 38","gap",20,"-0.5","!","{No}",1,2419,"L1","-0.5",0.0757779179749945
"6747","L1 38","gap",22,"-0.5","!","{No}",1,1964,"L1","-0.5",-0.267338914254113
"6750","L1 38","gap",23,"0.5","!","{No}",1,2227,"L1","-0.5",-0.0690098441964091
"6760","L1 38","gap",18,"-0.5","!","{No}",1,2385,"L1","-0.5",0.0501384184238085
"6795","L1 38","gap",24,"-0.5","!","{No}",1,2835,"L1","-0.5",0.389484736013036
"6802","L1 38","gap",21,"0.5","!","{Yes}",0,1532,"L1","-0.5",-0.593111379139771
"6826","L1 38","gap",15,"0.5","!","{No}",1,3195,"L1","-0.5",0.660961790084417
"6833","L1 38","gap",13,"0.5","!","{No}",1,3360,"L1","-0.5",0.785388773200467
"6861","L1 39","gap",23,"-0.5","!","{No}",1,3008,"L1","-0.5",0.519944542552894
"6894","L1 39","gap",17,"-0.5","!","{No}",1,2150,"L1","-0.5",-0.127075769650566
"6901","L1 39","gap",22,"0.5","!","{No}",1,2732,"L1","-0.5",0.311812134431501
"6922","L1 39","gap",13,"-0.5","!","{Yes}",0,1387,"L1","-0.5",-0.7024563036963
"6925","L1 39","gap",14,"0.5","!","{Yes}",0,1455,"L1","-0.5",-0.651177304593928
"6933","L1 39","gap",15,"-0.5","!","{No}",1,2848,"L1","-0.5",0.399288074076724
"6940","L1 39","gap",24,"0.5","!","{No}",1,3915,"L1","-0.5",1.20391589822718
"6944","L1 39","gap",16,"0.5","!","{No}",1,3198,"L1","-0.5",0.663224098868346
"6954","L1 39","gap",20,"0.5","!","{No}",1,2536,"L1","-0.5",0.164007960548194
"6994","L1 39","gap",19,"-0.5","!","{No}",1,2180,"L1","-0.5",-0.104452681811284
"6997","L1 39","gap",18,"0.5","!","{No}",1,2636,"L1","-0.5",0.2394182533458
"7015","L1 39","gap",21,"-0.5","!","{Yes}",0,2590,"L1","-0.5",0.204729518658901
"7042","L1 40","gap",20,"-0.5","!","{Yes}",0,1436,"L1","-0.5",-0.665505260225473
"7059","L1 40","gap",17,"0.5","!","{Yes}",0,1848,"L1","-0.5",-0.354814853899336
"7070","L1 40","gap",22,"-0.5","!","{Yes}",0,1252,"L1","-0.5",-0.804260198973068
"7082","L1 40","gap",14,"-0.5","!","{Yes}",0,2522,"L1","-0.5",0.153450519556529
"7101","L1 40","gap",24,"-0.5","!","{Yes}",0,2096,"L1","-0.5",-0.167797327761273
"7118","L1 40","gap",15,"0.5","!","{Yes}",0,1758,"L1","-0.5",-0.422684117417181
"7122","L1 40","gap",13,"0.5","!","{Yes}",0,1804,"L1","-0.5",-0.387995382730283
"7132","L1 40","gap",18,"-0.5","!","{Yes}",0,1621,"L1","-0.5",-0.525996218549902
"7135","L1 40","gap",21,"0.5","!","{Yes}",0,2009,"L1","-0.5",-0.23340428249519
"7142","L1 40","gap",23,"0.5","!","{Yes}",0,1173,"L1","-0.5",-0.863834330283177
"7185","L1 40","gap",16,"-0.5","!","{Yes}",0,5053,"L1","-0.5",2.06208503026394
"7191","L1 40","gap",19,"0.5","!","{Yes}",0,1843,"L1","-0.5",-0.358585368539216
